address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,none,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
3050 E Desert Inn Rd,True,True,,,True,,True,False,False,True,False,,True,,HjnQcjcw-e_SMk0ZyszTug,"Restaurants, Latin American",Las Vegas,10:0-23:0,10:0-20:0,10:0-23:0,10:0-21:0,10:0-20:0,10:0-20:0,10:0-20:0,36.130531,-115.108748,La Bahia,Eastside,89121,8,3.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 05:00:00.000000000,0.0,1.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2985 Las Vegas Blvd S,True,True,False,False,True,True,True,False,False,True,False,True,True,True,XXW_OFaYQkkGOGniujZFHg,"Bars, Nightlife, American (Traditional), Breakfast & Brunch, Lounges, Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1336673317,-115.163094755,The Peppermill Restaurant & Fireside Lounge,The Strip,89109,3048,4.0,NV,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
3950 Las Vegas Blvd S,False,True,False,,True,,True,False,False,True,False,True,True,True,Y-S2LhHefBdnX8VP5Bh_JA,"American (New), Steakhouses, Restaurants, Comfort Food",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.091726,-115.176646,Citizens Kitchen and Bar,The Strip,89119,922,3.0,NV,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"6605 Las Vegas Blvd S, Ste 210",,True,,,False,,,True,False,True,True,True,False,True,8yjGIa9pv2AWaWqxlt4DDA,"Restaurants, Latin American, Tapas/Small Plates",Las Vegas,12:0-0:0,16:0-23:0,12:0-0:0,12:0-23:0,16:0-23:0,16:0-23:0,16:0-23:0,36.0680069,-115.1763677,Cana Latin Kitchen & Bar,Southeast,89119,57,3.5,NV,,,,,,,,,False,True,False,True,False,False,True,False,False,True,True,2 days 15:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3645 S Durango Dr,True,True,False,False,False,True,True,False,False,True,False,True,True,True,qWflasEfK2strQg5Ulcz4w,"Nightlife, Pubs, Burgers, Bars, American (Traditional), Restaurants",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1234548,-115.2792843,Brewskes Bar & Grille,Spring Valley,89147,40,3.0,NV,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False
3663 Las Vegas Blvd S,False,True,False,,True,,True,True,False,True,True,True,True,True,pfmr8R3WH8RXqW0W6D8ffQ,"Pizza, Breakfast & Brunch, American (New), American (Traditional), Italian, Restaurants",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1105741013,-115.169416779,Lombardi's Romagna Mia,The Strip,89109,304,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,3 days 08:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
2341 N Las Vegas Blvd,True,True,False,,True,,False,False,False,True,False,False,True,True,5l-yKN13VwfPwuSiBIqdJQ,"American (Traditional), Burgers, Diners, Mexican, Restaurants, Breakfast & Brunch, Sandwiches, Salad",Las Vegas,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,7:0-21:0,36.202835,-115.1198268,Farmer Boys,,89030,63,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,4 days 02:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Red Rock Casino Resort & Spa, 11012 W Charleston Blvd",,True,True,,False,,True,False,,False,False,True,True,,uyTHJd8s12u8kQBEpCyxuA,"American (Traditional), Bagels, Restaurants, Food, Cafes",Las Vegas,8:0-22:0,8:0-21:0,8:0-22:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,36.1590987,-115.3376537,The Bagel Cafe,Summerlin,89136,9,3.0,NV,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,3 days 21:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
8416 W Desert Inn Rd,True,True,False,False,False,True,True,False,False,True,False,True,True,True,SaL2YDKT96zHqxlaq7mJbw,"Restaurants, Sports Bars, American (Traditional), Bars, Nightlife",Las Vegas,8:0-8:0,8:0-8:0,8:0-8:0,8:0-8:0,8:0-8:0,8:0-8:0,8:0-8:0,36.130313,-115.2745172,Porchlight Grille,Westside,89117,96,4.0,NV,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,0.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
199 E Warm Springs Rd,True,True,True,False,False,True,True,False,False,True,False,True,True,True,01SiPgdiOskMC5bUJoyy_g,"Pubs, Nightlife, Bars, Restaurants, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.0566243924,-115.163680742,Winchell's Pub & Grill,Southeast,89119,138,4.0,NV,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
3355 S Las Vegas Blvd,False,True,False,,True,False,False,False,False,True,False,False,True,,SpeZAJN0ACO_m3Z4mcqwpA,"Food, Restaurants, Bars, American (Traditional), Pizza, Nightlife",Las Vegas,10:0-1:0,10:0-0:0,10:0-1:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,36.1226902,-115.1701939,Social Life Pizza,The Strip,89109,68,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,4 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"The Mirage, 3400 Las Vegas Blvd S",,True,False,,True,,True,False,False,True,False,True,True,True,Xensz-o7iwV1jDhYCP8SBw,"American (New), Restaurants",Las Vegas,,,,,,,,36.1211955,-115.1740737,Caribe Café,The Strip,89109,22,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3790 Las Vegas Blvd S,True,True,False,False,True,True,True,True,False,True,True,True,True,True,uuGL8diLlHfeUeFuod3F-w,"Restaurants, Bars, Sports Bars, Nightlife, Gastropubs, American (New)",Las Vegas,7:0-3:0,7:0-2:0,7:0-3:0,7:0-2:0,7:0-2:0,7:0-2:0,7:0-2:0,36.102928,-115.173847,Tom's Urban,The Strip,89109,1492,3.5,NV,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,False,False,False,True,5 days 15:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
7381 W Lake Mead Blvd,False,True,False,,True,,False,False,False,True,True,,True,,zOhc6cRn1UgNy7EiAdJ2Rw,"American (Traditional), Party & Event Planning, Pizza, Restaurants, Event Planning & Services",Las Vegas,11:0-22:0,11:0-21:0,10:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.1948434056,-115.253586686,Chuck E. Cheese's,,89128,71,2.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3 days 01:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2902 Lake E Dr,,True,,,True,,,True,,True,True,True,,True,cAtaU6ZjkyJKvuFeJj-6-A,"Restaurants, American (New), American (Traditional)",Las Vegas,,,,,,,,36.1389598,-115.2837833,Captain's Cove,The Lakes,89117,4,3.0,NV,,,,,,,,,False,False,True,True,False,True,False,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
6760 N Durango Dr,True,True,True,,True,,False,True,False,True,True,True,True,True,3rj1qpgFvkRWtAka17mhEQ,"Restaurants, French, American (Traditional), Cafes, Breakfast & Brunch",Las Vegas,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,36.2828691328,-115.287154801,Mimi's Cafe,Centennial,89149,234,3.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,4 days 09:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
532 E Sahara Ave,True,True,,False,False,True,True,False,False,True,False,,True,,lcsfb0Sz5vzpBVShDsu2gw,"Nightlife, Sports Bars, Breakfast & Brunch, Pubs, American (New), Bars, Restaurants, Pizza",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.144124,-115.147701,Pt's Pub,Downtown,89104,45,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
3780 S Maryland Pkwy,True,True,False,,True,,False,False,False,True,False,True,True,,H-05-lRUJDUNDgYgaw7bXA,"Diners, Restaurants, American (New), Breakfast & Brunch, Burgers, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.12065,-115.13717,IHOP,Eastside,89119,124,2.5,NV,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
"SLS Las Vegas, 2535 S. Las Vegas Blvd",False,True,False,,True,,True,False,False,True,False,True,True,True,QGAv-8tj5i4m4G-HDMnIbA,"Sandwiches, Diners, Breakfast & Brunch, Cafes, Restaurants, American (Traditional)",Las Vegas,0:0-0:0,23:0-0:0,0:0-0:0,23:0-0:0,0:0-16:0,23:0-0:0,23:0-0:0,36.1427564,-115.1578748,The Griddle Café,The Strip,89109,243,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,0 days 20:00:00.000000000,2.0,4.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"6475 N Decatur Blvd, Ste 135",True,True,True,,True,,True,True,False,False,False,True,True,,OYHpqY6-3C-wXR-uPbHhwA,"Cafes, Restaurants, American (Traditional), Breakfast & Brunch, French, Burgers",Las Vegas,8:0-21:0,8:0-20:0,8:0-21:0,8:0-18:0,8:0-20:0,8:0-20:0,8:0-20:0,36.2769364731,-115.207847659,Honey Cakes Cafe,Centennial,89131,222,4.0,NV,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,False,False,True,False,3 days 12:00:00.000000000,5.0,1.0,2.0,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
"6605 Las Vegas Blvd S, Ste N",,True,,,False,,,True,False,True,True,True,True,True,hDzUXPiU85z0YujIIEy06w,"Restaurants, American (Traditional)",Las Vegas,,,,,,,,36.0680069,-115.1763677,Bar Louie,Southeast,89119,18,3.5,NV,,,,,,,,,False,True,False,True,False,False,True,False,False,True,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3570 S Las Vegas Blvd,False,True,False,,True,,True,True,False,True,True,True,True,True,XWxYHSld0T2TfANwt1KmqA,"Diners, American (New), Restaurants, Latin American, Breakfast & Brunch",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.115557,-115.174632,Cafe Americano,The Strip,89109,292,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
5757 Wayne Newton Blvd,False,True,False,,True,,False,False,False,False,False,False,True,,Mv2SeBkY0DASmwO1-mM-iQ,"American (Traditional), Restaurants, Sandwiches",Las Vegas,,,,,,,,36.08044,-115.146097,Las Mkt,Southeast,89119,44,2.5,NV,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
206 N 3rd St,True,True,True,False,True,True,True,True,False,True,True,True,False,True,ZLcTzccbEoNkp5_EGKMUnQ,"Restaurants, American (Traditional), Bars, Event Planning & Services, Swimming Pools, Venues & Event Spaces, Active Life, Nightlife",Las Vegas,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:15,9:0-18:0,9:0-18:0,9:0-18:0,36.1714321959,-115.14183501,Citrus at the Downtown Grand Pool Deck,Downtown,89101,48,4.0,NV,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,2 days 15:15:00.000000000,0.0,0.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
1130 S Casino Center Blvd,True,True,,,True,True,True,True,False,True,True,,True,,QCCVxVRt1amqv0AaEWSKkg,"Breakfast & Brunch, Nightlife, Tuscan, Italian, Soul Food, Restaurants, Pizza, Cocktail Bars, American (New), Bars",Las Vegas,11:0-23:0,11:0-23:0,16:0-23:0,16:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.1575507132,-115.152820746,Esther's Kitchen,Downtown,89104,210,4.5,NV,False,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,False,3 days 02:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
1590 E Flamingo Rd,True,True,False,False,False,True,True,True,False,True,False,True,True,True,c5N-XCk-ntpyYRsYkwH7kA,"Bars, American (Traditional), Nightlife, Food, Restaurants, Sports Bars, Gastropubs, Beer, Wine & Spirits, Burgers",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.114909,-115.1318241,Bar Code Burger Bar,Eastside,89119,186,4.5,NV,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False
3770 Las Vegas Blvd S,False,True,False,,True,,False,False,False,True,False,True,False,True,V9klA6JGT6Fz2UpVP_7sBw,"Restaurants, Buffets, American (Traditional)",Las Vegas,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,36.1047813604,-115.174662673,The Buffet at Monte Carlo,The Strip,89109,451,2.5,NV,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,4 days 09:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3355 Las Vegas Blvd S,True,True,True,,True,,True,False,False,True,True,True,True,True,faPVqws-x-5k2CQKDNtHxw,"Southern, Restaurants, American (New)",Las Vegas,11:0-0:0,11:0-23:0,10:0-0:0,10:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.1223280185,-115.170111843,Yardbird Southern Table & Bar,The Strip,89109,2887,4.5,NV,False,False,False,False,False,True,False,True,False,False,True,True,False,True,True,False,False,False,False,3 days 16:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3400 Las Vegas Blvd S,False,True,False,,True,,True,False,False,True,False,True,True,,9-cVW8wSRoE6Nmnc7v0uUA,"American (Traditional), Restaurants, American (New)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.121274,-115.17521,Pantry - 24 Hour Kitchen,The Strip,89109,592,3.5,NV,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,False,True,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"New York New York Hotel and Casino, 3790 Las Vegas Blvd S",,True,False,False,True,True,True,False,False,True,True,True,False,True,Mnf10SaW1-8O3zVF_S16Dg,"American (New), Bars, American (Traditional), Nightlife, Sports Bars, Restaurants",Las Vegas,11:30-1:0,16:0-0:0,11:30-1:0,11:30-0:0,16:0-0:0,16:0-0:0,16:0-0:0,36.102099,-115.174634,The Sporting House Bar & Grill,The Strip,89109,90,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,2 days 23:30:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
3950 Las Vegas Blvd S,False,True,False,True,False,True,True,False,False,True,True,True,True,True,u-67zd1ImTv3EEr5kIdWrA,"Restaurants, Musicians, Venues & Event Spaces, Cajun/Creole, Performing Arts, Music Venues, Hotels & Travel, Arts & Entertainment, Hotels, Nightlife, American (New), Bars, Event Planning & Services",Las Vegas,7:0-0:0,7:0-23:0,7:0-0:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,36.0928664972,-115.175868273,House of Blues - Music Venue,The Strip,89119,920,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,4 days 18:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
"953 E Sahara Ave, Ste E8",True,True,True,,True,,True,False,False,True,True,True,True,True,RdUsJhX11B0gENNc4Ml5vw,"American (New), Gastropubs, Breakfast & Brunch, Restaurants, Italian",Las Vegas,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,36.142523,-115.142496,Sausagefest,Eastside,89104,76,5.0,NV,False,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"3327 Las Vegas Blvd S, Ste 1580",False,True,False,,True,,True,False,False,True,True,True,True,True,fHM09_y3QX3n4a_bIFbk_w,"Restaurants, Seafood, American (New), Barbeque, American (Traditional), Food, Desserts",Las Vegas,6:0-3:0,6:0-2:0,6:0-3:0,6:0-2:0,6:0-2:0,6:0-2:0,6:0-2:0,36.1218602707,-115.168944884,Grand Lux Cafe,The Strip,89109,1158,4.0,NV,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,5 days 22:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Vdara, 2600 W Harmon Ave",,True,,,True,,,False,,True,True,True,True,True,LH-DYCy9v3kM4JRtpcquxw,"Seafood, American (New), Restaurants",Las Vegas,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,36.124423,-115.146372,Silk Road,Eastside,89109,24,3.5,NV,,,,,,,,,False,False,False,False,True,True,False,False,False,False,True,2 days 01:00:00.000000000,5.0,0.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
4000 West Flamingo Rd,,True,,,True,True,True,False,True,True,False,,True,,4d9BIUYJwAsMfMrH_0vdDQ,"Restaurants, Nightlife, Bars, American (Traditional)",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1166353,-115.1929046,TGI Fridays,,89103,5,2.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
6593 Las Vegas Blvd S,,True,,,True,,True,True,False,True,True,True,True,,SGPjYRy6x7R5ZlGa_nrskg,"Southern, American (Traditional), Restaurants",Las Vegas,,,,,,,,36.067199,-115.1722323,Ranch House Kitchen,Southeast,89119,61,2.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
923 N Pecos Rd,True,True,,False,,True,True,False,,True,False,,,,qS6J-sxyrP45d-8LbIhWKg,"American (New), Nightlife, Bars, Food, Restaurants, Beer, Wine & Spirits, Mexican, Sports Bars",Las Vegas,12:0-4:0,11:0-2:0,12:0-4:0,12:0-4:0,11:0-2:0,11:0-2:0,11:0-2:0,36.1816339821,-115.099468609,El Rincon de Los Remedios,,89101,30,3.5,NV,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,4 days 12:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1122 S Maryland Pkwy,,False,True,,True,,True,True,,True,False,True,True,,SwlY-14bP08sG248yfoBgQ,"Latin American, Restaurants",Las Vegas,,,,,,,,36.1577649,-115.1371441,Dona Norma Restaurant,Downtown,89104,19,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1108 S 3rd St,True,True,True,,True,,True,True,True,False,False,False,True,True,hh-N1r9O1JpvzGw1mp0bKw,"Italian, American (New), Noodles, Restaurants, Salad, Food, Local Flavor",Las Vegas,11:0-21:0,11:0-21:0,11:0-21:0,,11:0-21:0,11:0-21:0,11:0-21:0,36.1584369,-115.1512011,Rock'N'oodles,Downtown,89104,311,4.5,NV,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,,0.0,5.0,,,,,,,,,,,,,,,,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
4503 Paradise Rd,,True,False,False,False,True,True,False,False,True,True,True,True,True,uKlkVuZ5F8QoGbgVQKqH1A,"American (Traditional), Bars, Nightlife, Restaurants, British, Pubs",Las Vegas,11:0-2:0,15:0-0:0,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,36.1072044373,-115.152946472,Firkin On Paradise,Eastside,89169,101,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 21:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
6168 Spring Mountain Rd,True,True,,False,,False,True,False,,True,,,,,I_SW8XCxWtwUfC1ow6QLrw,"Restaurants, Bars, Nightlife, American (Traditional)",Las Vegas,,,,,,,,36.1258251307,-115.226354905,New York City Bar & Grill,Chinatown,89146,7,3.5,NV,False,False,False,False,False,False,False,False,,,,,,,False,False,False,False,False,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3555 Las Vegas Blvd S,False,True,False,,True,,False,False,False,True,False,False,True,,dJS3iH-odljqWS9MKEFsBA,"Diners, Sandwiches, Restaurants, Burgers, American (Traditional)",Las Vegas,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,36.115652,-115.172511,Johnny Rockets,The Strip,89109,104,3.0,NV,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,2 days 18:30:00.000000000,0.0,0.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
3355 Las Vegas Blvd S,False,True,False,,True,,True,False,False,True,True,True,True,True,NvKNe9DnQavC9GstglcBJQ,"Sandwiches, American (Traditional), Food, American (New), Restaurants, Desserts",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.121822,-115.168855,Grand Lux Cafe,The Strip,89109,2670,4.0,NV,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,False,False,False,0 days 00:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
