,address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy,negative_reviews,neutral_reviews,positive_reviews
119,"3330 S Hualapai Way, Ste 160",False,True,True,,False,,True,False,False,True,True,True,True,True,HaPwC4nxs6RPfe1pAQkQ4A,"Restaurants, Italian, Seafood",Las Vegas,11:0-22:0,11:0-22:0,16:0-22:0,17:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1291893,-115.3145946,Mastrioni's,South Summerlin,89117,355,4.0,NV,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2 days 17:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,28.0,34.0,293.0
120,"10170 W Tropicana Ave, Ste 144",True,True,True,False,True,True,True,False,False,True,False,True,True,True,6jDD-Z8QcsKTdIDWwM8gog,"Restaurants, Pizza, Sandwiches, Italian, Bars, Nightlife",Las Vegas,11:0-22:0,15:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,15:0-22:0,11:0-22:0,36.1016027,-115.3142208,Anna Marie's Italian Cuisine,Spring Valley,89147,202,4.0,NV,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,2 days 21:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,19.0,14.0,169.0
121,"10690 Southern Highlands Pkwy, Ste 103",True,True,True,False,True,True,True,True,True,True,True,True,True,True,4VkLiFoIEjTTpbCRgxjnCQ,"Bars, Restaurants, Delis, Italian, Nightlife",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,35.9951546506,-115.20635056399999,Spaghetty Western,Southwest,89141,606,4.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,71.0,60.0,475.0
122,"10670 Southern Highlands Pkwy, Ste 102",True,True,True,False,True,True,True,False,False,True,True,True,True,True,PIXl4WvAqjl2w9Lj81zXvQ,"Lounges, Karaoke, American (Traditional), Bars, Nightlife, Restaurants, American (New), Steakhouses, Italian",Las Vegas,16:0-22:0,16:0-22:0,16:0-22:0,9:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,35.9951511,-115.20684009999998,Zest - Bistro & Bar,Southwest,89141,503,4.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2 days 01:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,44.0,37.0,422.0
123,"2300 N Rainbow Blvd, Ste 108",,True,,,True,,False,True,True,True,True,True,True,True,4yJVSK-Q5UkED6RjORRssA,"Restaurants, Steakhouses, Seafood, Italian",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.2020465,-115.2417666,El Congo Restaurant,,89108,18,4.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,3.0,3.0,12.0
124,"8125 W Sahara Ave, Ste 170",True,True,True,,True,,True,False,True,True,True,True,True,True,pXQV_vlMtQt---3W_do9Zg,"Pizza, Restaurants, Italian",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1428450405,-115.26850063200001,Maru's Pizza & Italian Bistro,Westside,89117,53,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 04:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,5.0,5.0,43.0
125,"4001 S Decatur Blvd, Ste 39",True,True,True,,True,,True,False,True,True,False,True,True,True,9IpKGHaPy3hhXo9g5Bt7lg,"Event Planning & Services, Restaurants, Caterers, Pizza, Italian",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1184484856,-115.209104221,Metro Pizza,,89103,291,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,43.0,35.0,213.0
126,6555 S Riley St,True,True,False,,True,,False,True,False,True,False,False,True,True,rjZ0L-P1SRLJfiK5epnjYg,"Festivals, Local Flavor, Home Services, Mortgage Brokers, Real Estate, Restaurants, Arts & Entertainment, Italian",Las Vegas,,,,,,,,36.0684509,-115.287242,San Gennaro Feast,Spring Valley,89148,110,2.5,NV,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,31.0,16.0,63.0
127,7770 W Ann Rd,True,True,True,,True,,True,True,False,True,True,True,True,True,bvGdqJ-SeGdIHX-HEabwlg,"Restaurants, Italian, Breakfast & Brunch, Seafood",Las Vegas,17:0-22:0,,17:0-22:0,17:0-22:0,17:0-22:0,,17:0-22:0,36.2636911,-115.2654135,North Beach Italian Bistro,Northwest,89149,223,4.5,NV,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,16.0,15.0,192.0
128,412 E Flamingo Rd,False,True,True,,True,,False,False,True,True,True,True,True,True,lAR6Lj6-zBxQNqflZt0zTQ,"Food, Event Planning & Services, Italian, Restaurants, Caterers, Pizza",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,36.114943726599996,-115.151831657,Buca di Beppo Italian Restaurant,Eastside,89169,391,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,113.0,43.0,236.0
129,3355 Las Vegas Blvd S,,True,,,True,,False,False,False,False,False,,True,,Qj1BoynaIVZiKEe8Peq3_g,"Restaurants, Food, Vegetarian, Italian",Las Vegas,,,,,,,,36.1221292471,-115.16966763,Eats Italian,The Strip,89109,26,2.0,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,17.0,3.0,6.0
130,6191 Centennial Center Blvd,True,True,True,False,True,True,False,False,False,True,True,True,True,True,XdOxflXrlWRdL9IWzXC54Q,"Restaurants, Italian, Wine Bars, Nightlife, Salad, Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.272766469299995,-115.266528986,Olive Garden Italian Restaurant,Centennial,89149,226,3.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,59.0,28.0,139.0
131,7380 S Eastern Ave,,True,True,,True,,True,False,True,True,False,True,True,True,BCORM4dEleJXnyPXoaH3HQ,"Restaurants, Pizza, Specialty Food, Food, Italian",Las Vegas,,,,,,,,36.0559061,-115.1163475,Giovanni's,Southeast,89123,18,4.0,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,2.0,1.0,15.0
132,"7501 W Lake Mead Blvd, Ste 120",True,True,True,False,False,True,True,True,False,True,True,True,True,True,F5BCXUpQpCRPeFmWnQmSJA,"Italian, Mediterranean, Bars, Nightlife, Wine Bars, Restaurants",Las Vegas,11:30-22:0,11:30-21:0,11:30-22:0,16:0-21:0,11:30-21:30,11:30-21:0,11:30-21:0,36.194594759699996,-115.25870360299999,Grape Vine Cafe,,89128,132,4.0,NV,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,2 days 16:30:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,12.0,9.0,111.0
133,10820 W Charleston Blvd,False,True,False,False,False,True,True,True,False,True,False,True,True,,VfFHPsPtTW4Mgx0eHDyJiQ,"Italian, Diners, Bars, Nightlife, Restaurants, Breakfast & Brunch",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.1606854895,-115.331591073,Distill - A Local Bar,Summerlin,89135,355,3.5,NV,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,57.0,33.0,265.0
134,"8090 Blue Diamond Rd, Ste 140",True,True,False,,True,,False,False,True,False,False,False,True,,hImWJjaB0hvWQ7tlxGYMMw,"Restaurants, Pizza, Chicken Wings, Italian",Las Vegas,11:0-0:0,11:0-23:0,10:0-0:0,10:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,36.020917948299996,-115.26748881600001,Pizza Hut,Southwest,89178,74,2.0,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3 days 16:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,40.0,15.0,19.0
135,3545 Las Vegas Blvd S,True,True,True,False,False,True,True,True,False,True,True,True,True,True,fAlKTsfsUF6A5iujEI2Z1w,"Nightlife, Restaurants, American (New), American (Traditional), Steakhouses, Bars, Comfort Food, Italian",Las Vegas,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,36.117683,-115.171248,Off The Strip at the LINQ,The Strip,89109,604,3.5,NV,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,0 days 00:00:00.000000000,5.0,5.0,2.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,101.0,63.0,440.0
136,"5651 S Grand Canyon, Ste 100",,True,True,,True,,False,False,True,True,True,True,True,True,-xbQQR_ydEJGqYzHSF4DnQ,"Italian, Pizza, Restaurants",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.0860344,-115.3073116,Maciano's Pizza & Pastaria,Spring Valley,89148,93,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,28.0,10.0,55.0
137,1000 S Rampart Blvd,True,True,True,,True,,True,False,True,True,True,True,True,True,8lZtLSeJVg28Gb75iklmmQ,"Italian, Restaurants, Sandwiches, Event Planning & Services, Pizza, Caterers",Las Vegas,11:0-23:0,11:0-21:0,11:0-22:0,12:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,36.1604696,-115.28988909999998,East Side Pizza,Westside,89145,126,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,2 days 23:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,37.0,15.0,74.0
138,"8125 W Sahara Ave, Ste 170",True,True,True,,True,,True,False,True,True,True,True,True,True,UNMBMKI9FjnO9flxPxV-1w,"Pizza, Restaurants, Chicken Wings, Food, Sandwiches, Italian",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,36.1426835,-115.2686875,Giovanni's Hole In The Wall,Westside,89117,235,4.5,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,19.0,33.0,183.0
139,3717 Las Vegas Blvd S,True,True,True,,True,,True,True,False,True,True,True,True,True,M1hEQVMiND1rbiT8mo2j0g,"Italian, Pizza, Restaurants",Las Vegas,16:0-23:0,16:0-22:0,11:0-23:0,11:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,36.109068,-115.172557,Bonnano's,The Strip,89109,140,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,2 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,17.0,19.0,104.0
140,"9640 S Eastern  Ave, Ste 130",True,True,True,,True,,True,False,False,True,False,False,True,,dqO24yvvHJc5jgHm3LcliA,"Pizza, Italian, Restaurants",Las Vegas,10:30-23:0,10:30-22:30,10:30-23:0,10:30-22:30,10:30-22:30,10:30-22:30,10:30-22:30,36.017585060100004,-115.118139829,Novecento Pizzeria,Southeast,89123,188,4.0,NV,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,3 days 13:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,27.0,16.0,145.0
141,3545 Las Vegas Blvd S,True,True,True,,True,,True,True,False,True,True,True,True,True,Ki8seQY5mtXc36xjoMfeDA,"Gastropubs, Restaurants, Pizza, Italian",Las Vegas,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,36.117357,-115.170387,Flour & Barley,The Strip,89109,513,3.5,NV,False,False,False,False,False,True,False,True,False,True,True,True,False,False,True,False,False,False,True,3 days 19:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,77.0,78.0,357.0
142,"8505 S Eastern Ave, Ste 103",True,True,True,,True,,True,False,True,True,False,False,True,True,CSaVK9wgqe2_tQuuCDINyQ,"Pizza, Italian, Restaurants",Las Vegas,11:0-21:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0,11:0-20:0,11:0-20:0,36.03461400000001,-115.11915790000002,Frankie's Pizza,Southeast,89123,183,4.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,2 days 18:00:00.000000000,0.0,1.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,9.0,20.0,154.0
143,"2020 Park Centre Dr, Ste 140",True,True,True,,True,,True,True,False,True,True,True,True,True,nI-ZmgPjAtiNTTU-_gnoYQ,"Italian, Restaurants",Las Vegas,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,36.148739,-115.332717,Trattoria Reggiano,South Summerlin,89135,300,4.0,NV,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,3 days 03:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,32.0,28.0,240.0
144,1020 E Desert Inn Rd,,True,False,,False,,True,True,False,True,True,True,True,True,SN6mvy2vbXL0F_CYFkx8zg,"Italian, Restaurants",Las Vegas,17:0-0:0,17:0-22:0,17:0-0:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,36.130315,-115.140852,La Scala,Eastside,89109,55,4.0,NV,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,1 days 15:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,3.0,5.0,47.0
145,7660 W Cheyenne Ave,True,True,True,,True,,True,True,True,True,False,True,True,True,zY6f_cFY8HTI3hLlJj3SOg,"Restaurants, Fast Food, Italian, Pizza",Las Vegas,10:30-22:0,10:30-21:0,10:30-22:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,36.2187395665,-115.262160152,Sabatino's Authentic NY Pizzeria,Northwest,89129,234,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 03:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,55.0,34.0,145.0
146,"8060 South Rainbow Blvd, Ste 130",True,True,True,,True,,True,False,True,True,False,True,True,True,8dSIAoz_UphMGpZr_uMing,"Sandwiches, Restaurants, Italian, Pizza",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.0417005407,-115.24190851899999,Rosati's,Southwest,89139,162,3.5,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,36.0,25.0,101.0
147,10420 S Decatur Blvd,True,True,True,,True,,True,False,True,True,False,False,True,True,ZMIcuo-aQja0ITk4-TU8Jg,"Italian, Restaurants, Pizza",Las Vegas,11:0-22:0,11:0-21:0,11:0-22:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,35.99949520000001,-115.207491,Pizza Factory,Southwest,89141,81,3.0,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3 days 00:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,26.0,7.0,48.0
148,1105 E Tropicana Ave,True,True,True,,True,,True,False,True,True,False,False,True,,Ijdoi6pDMK3Burw3TtAOZg,"Italian, Chicken Wings, Pizza, Restaurants",Las Vegas,10:0-5:0,10:0-2:0,10:0-5:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,36.1008602,-115.1386502,Top This Pizza,University,89119,35,2.5,NV,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,4 days 22:00:00.000000000,0.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,16.0,10.0,9.0
149,10800 W Charleston Blvd,True,True,True,False,True,True,True,True,False,True,True,True,True,True,cPmThZ7Ugpd8eJnIObOy0Q,"Salad, Restaurants, Italian, Nightlife, Wine Bars, Bars",Las Vegas,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.1596119,-115.3314004,Olive Garden Italian Restaurant,Summerlin,89135,256,3.0,NV,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 07:00:00.000000000,0.0,5.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,56.0,33.0,167.0
150,129 E Fremont St,False,True,False,False,True,True,True,False,False,True,True,True,True,True,eoyvbnRYQe-z85e8Rc6vAg,"Beer, Wine & Spirits, Nightlife, Bars, Pizza, Italian, Restaurants, American (Traditional), Food",Las Vegas,11:30-1:0,11:30-0:0,11:30-1:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,36.170349,-115.144946,Grotto Ristorante,Downtown,89101,461,4.0,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,3 days 17:30:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,50.0,48.0,361.0
151,3355 Las Vegas Blvd S,False,True,False,,True,,False,True,False,True,False,True,True,True,qABb9Wzdn51VcNHdp_Qhpg,"Bagels, Bakeries, Restaurants, Food, Italian, Gelato",Las Vegas,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,36.122113735,-115.170623889,Tintoretto Restaurant and Bakery,The Strip,89109,172,3.0,NV,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,5 days 06:00:00.000000000,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,31.0,35.0,106.0
152,255 E Flamingo Rd,True,True,False,,False,,False,True,False,True,True,True,True,True,cKXMA7AoyvrFKaZzNOp0nA,"Breakfast & Brunch, Italian, Desserts, Food, Restaurants",Las Vegas,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,36.1130411394,-115.15991563899999,Tuscany Gardens,Eastside,89169,124,4.0,NV,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1 days 07:30:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,14.0,12.0,98.0
153,9090 Alta Dr,False,True,True,,False,,True,False,False,True,True,True,True,True,zFzuJf6G8l1YWjqcmu_PgA,"Latin American, Italian, Restaurants, Salvadoran",Las Vegas,16:30-22:0,,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,16:30-22:0,36.16911079999999,-115.29130320000002,Salvatore's,Westside,89145,52,3.5,NV,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,10.0,6.0,36.0
154,9500 S Eastern Ave,,True,,,True,,,True,True,True,False,True,True,True,GCen6oV-_6PfMP_uKN-dZw,"Italian, Pizza, Restaurants",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.0169498,-115.1185519,Pizzeria Enzo Restaurant,Southeast,89123,21,4.0,NV,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,1.0,1.0,19.0
155,2801 N Tenaya Way,,True,,,,,True,True,,True,,True,,,laSyDWzuKb1wo1XWFEUsWQ,"Restaurants, Bars, Italian, Nightlife",Las Vegas,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,9:0-9:0,36.211461,-115.249861,Goodfellas Bar & Restaurant,,89128,3,2.5,NV,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0 days 00:00:00.000000000,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,1.0,0.0,2.0
156,8810 S Maryland Pkwy,,True,True,,True,,True,False,False,True,False,True,True,True,sfzX4Ndds39mhS-Chr2lJw,"Italian, Restaurants, Pizza",Las Vegas,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,36.02966470000001,-115.1361526,Don Antonio's Pizzeria,Southeast,89123,61,3.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,11.0,5.0,45.0
157,4111 Boulder Hwy,True,True,False,,True,,False,False,False,True,True,True,True,,zTkMh_RUVZW-J3lh7-l09Q,"Italian, Seafood, Steakhouses, Buffets, Mexican, Restaurants, American (Traditional)",Las Vegas,17:0-22:0,,17:0-22:0,17:0-21:0,17:0-21:0,,17:0-21:0,36.133220722,-115.08484758799999,Pasta Cucina,,89121,32,3.5,NV,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,2.0,3.0,27.0
158,2211 Maryland Pkwy,,True,,,True,,True,False,True,True,,True,True,,AQKOuwrOCacAhd-jfFMABA,"Restaurants, Italian",Las Vegas,,,,,,,,36.145768200000006,-115.1366586,Carmine's Pizza Kitchen,Downtown,89104,19,2.5,NV,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,4.0,4.0,11.0
