address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
193 Danforth Avenue,True,True,,,True,,True,True,False,True,True,True,True,,aadG1TzULt-ezzUJZUSSJQ,"Pizza, Restaurants, Italian",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,43.6764093,-79.3561447,Factory Girl,Riverdale,M4K 1N2,73,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,4 days 05:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
964 Bathurst Street,True,True,True,,True,,True,False,False,True,True,True,True,,ohEGwJtSqrVd2SD-FKKrUQ,"Italian, Southern, Pizza, Restaurants",Toronto,17:0-23:0,17:0-22:0,17:0-23:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,43.6695182,-79.4129745,Napoli Centrale,Seaton Village,M5R 3G5,51,4.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,1 days 13:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
2901 Bayview Avenue,True,True,True,,True,,False,False,False,True,True,True,True,False,pOEL97ld-FJMKO8Ki8JmYg,"Canadian (New), Italian, Restaurants, American (Traditional)",Toronto,11:0-22:0,11:0-21:0,10:0-22:0,10:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,43.7681639838,-79.3864043032,Oliver & Bonacini Café Grill,Bayview Village,M2K 1E6,264,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,3 days 05:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
"Yordale Shopping Centre, 3401 Dufferin St",True,True,,,False,,False,False,False,True,False,,True,,i0bD4WCmVHdK92L73CNbgQ,"Coffee & Tea, Cafes, Food, Restaurants, Italian",Toronto,8:30-21:0,8:30-21:0,8:30-21:0,10:0-19:0,8:30-21:0,8:30-21:0,8:30-21:0,43.7264521885,-79.4526529312,Espressamente illy,,M6A 3A1,47,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3 days 12:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
582 College Street,True,True,True,,True,,True,True,False,True,True,True,True,True,tpesKzKbcPFekdThYZ4UpA,"Event Planning & Services, Restaurants, Venues & Event Spaces, Beer, Wine & Spirits, Food, Italian",Toronto,11:0-2:0,11:0-1:0,10:0-2:0,10:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,43.6554136,-79.413392,Bar Italia,Little Italy,M6G 1B3,85,3.0,ON,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,4 days 06:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
820 St Clair Avenue W,,True,,,,,True,True,,True,,True,,,ZXrjQxam_gy9t3SwzzhhJA,"Italian, Restaurants",Toronto,,,,,,,,43.6807316,-79.4307107,Atlas One Cafe,Wychwood,M6C 1B6,4,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
2083 Lake Shore Boulevard W,True,True,True,,True,,True,True,True,True,True,True,True,,WwSwuMu_menj4BzTdrKUdQ,"Italian, Restaurants",Toronto,12:0-0:0,17:0-23:0,11:0-0:0,11:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,43.6300129,-79.4774528,Rocco Restaurant & Bar,Etobicoke,M8V 1A1,22,4.0,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,3 days 04:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
161 Bay St,,True,,,True,,,,False,True,False,,True,,sse9sgcNBnZoBCSSEyzDoQ,"Italian, Restaurants",Toronto,,,,,,,,43.6464758,-79.3790009,Piazza Manna,Downtown Core,M5J 2S4,6,2.5,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1200 Bay Street,True,,True,,True,,False,False,True,False,False,False,True,,-CLTZ0cO-ooKDDmXHFoGMg,"Gluten-Free, Italian, Pizza, Salad, Restaurants",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,43.6700032,-79.3898095,Pi Co,Yorkville,M5R 2A5,74,4.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 08:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
1331 St Clair Avenue W,,True,,,True,,True,True,,True,,,True,,3MmNFU-6po5M4hKRnQZusw,"Sandwiches, Italian, Restaurants, Brazilian, Pizza, Portuguese",Toronto,15:0-0:0,,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,15:0-0:0,43.6762825895,-79.449459212,Invictus,Corso Italia,M6E 1C2,5,1.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
55 Bloor Street W,False,True,True,,False,,True,False,False,True,True,True,True,True,MDjIylNU6CYq9hR3Qe6hVA,"Restaurants, Italian",Toronto,10:0-21:0,10:0-20:0,10:0-20:0,11:30-18:0,10:0-21:0,10:0-20:0,10:0-20:0,43.6695816,-79.3885728,Scaccia Restaurant,Yorkville,M4W 1A5,47,2.5,ON,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2 days 20:30:00.000000000,0.0,2.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
571 Queen Street  W,True,True,,,False,,False,False,False,True,True,True,True,,fuBpjG-lsD94_BdpjHxbuQ,"Italian, Restaurants, Pizza",Toronto,17:0-23:0,,17:0-23:0,,17:0-22:0,17:0-22:0,17:0-22:0,43.6477057921,-79.400947988,Lo Zingaro,Queen Street West,M5V 2B6,72,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
577 King Street W,False,,False,,True,,False,False,True,True,True,True,True,False,9HC5xHX8QE8VmGd-wCKEaA,"Italian, Restaurants, Pizza",Toronto,11:0-3:0,11:0-1:0,11:0-3:0,11:0-0:0,11:0-3:0,11:0-1:0,11:0-1:0,43.6444204,-79.3997431,Masseria,,M5V 1M1,62,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,4 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
187 Heighbourne Road,,True,,,,,,,,,,,,,NKoI09Z35Gwn5gdfi5HWNg,"Caterers, Restaurants, Italian, Food, Event Planning & Services, Food Delivery Services",Toronto,16:15-22:30,16:15-22:0,16:15-22:30,16:15-22:0,16:15-22:0,16:15-22:0,16:15-22:0,43.7044927,-79.4070672,Simpatico Cibo e Vino,Yonge and Eglinton,M5P 2J8,5,4.5,ON,,,,,,,,,,,,,,,,,,,,1 days 17:15:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"800 Bay Street, Unit 101",True,True,True,,True,,True,False,False,True,True,False,True,True,n9BrA1zIwlbiP1hLAc24jg,"Pizza, Restaurants, Italian, Sandwiches",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.661136,-79.3864087,Tosto Quickfire Pizza Pasta,Discovery District,M5S 3A9,88,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
619 Mount Pleasant Road,True,,,,False,,False,False,,True,True,True,,,RFbMVekR8lU9tPJ8sWrwHg,"Italian, Restaurants",Toronto,,,,,,,,43.7042291,-79.3882299,Tavolino,Mount Pleasant and Davisville,M4S 2M5,18,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
181 Wellington Street W,True,True,,,False,,True,True,False,True,True,,False,True,_fWZH1p8B_lwK4feQgtWkQ,"Music Venues, Breakfast & Brunch, Restaurants, Italian, Cocktail Bars, International, Seafood, Dinner Theater, Nightlife, Bars, Arts & Entertainment",Toronto,7:0-12:0,17:0-0:0,17:0-1:0,5:0-1:0,7:0-12:0,17:0-0:0,7:0-12:0,43.6453554682,-79.3871778221,Ritz Bar,Entertainment District,M5V 3G7,7,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2 days 09:00:00.000000000,3.0,2.0,2.0,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
335 Roncesvalles Avenue,True,True,,True,True,False,False,False,True,True,True,True,True,,eVurjy0t-82KGUfPf2ViGQ,"Restaurants, American (New), Wine Bars, Nightlife, Bars, Italian",Toronto,16:0-23:0,16:0-23:0,15:0-23:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,43.649319,-79.449876,Domani Restaurant & Wine Bar,Roncesvalles,M6R 2M8,13,3.5,ON,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,1 days 22:00:00.000000000,0.0,5.0,2.0,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1112 Yonge Street,True,True,False,,False,,False,False,False,False,True,True,True,,Lzj-_QdzL2bLeHd_bC88Fg,"Restaurants, Italian",Toronto,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,43.6787505,-79.3905545,Quanto Basta,Summer Hill,M4W 2L6,31,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,4 days 23:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True
594 College St,True,True,True,False,True,False,True,True,True,True,True,True,True,False,JK_DiDwbl7HX5OhCAh3h4g,"Nightlife, Caterers, Bars, Pizza, Restaurants, Italian, Breakfast & Brunch, Event Planning & Services",Toronto,8:0-2:0,8:0-0:0,8:0-2:0,8:0-0:0,8:0-2:0,8:0-0:0,8:0-0:0,43.655255,-79.413732,Cafe Diplomatico Restaurant & Pizzeria,Little Italy,M6G 1B3,168,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,4 days 22:00:00.000000000,5.0,5.0,2.0,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
820 St-Clair Avenue W,True,True,,,False,,True,True,False,True,True,True,False,,NPQE0JvwjmFca83ZuAXutQ,"Canadian (New), Restaurants, Italian",Toronto,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6807093,-79.4307402,Stazione,Wychwood,M6C 1B6,17,3.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1 days 18:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
588 College Street,True,,,,True,,True,True,False,True,True,True,False,,IZ0c8VGiDeURttERwuxuqg,"Bars, Restaurants, Food, French, Cocktail Bars, Wine Bars, Seafood, Italian, Nightlife, Desserts",Toronto,18:0-22:0,,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,18:0-22:0,43.6552816,-79.413522,ABBIOCCO,Little Italy,M6G 1B3,5,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
295 King St. W.,True,True,False,False,False,True,True,True,False,True,True,True,True,True,PXN0l42g6IWp18NGJ7yn5w,"Italian, Bars, Nightlife, Breakfast & Brunch, Restaurants, Pizza, Sandwiches",Toronto,11:30-2:0,16:0-23:30,11:30-2:0,11:30-22:0,11:30-0:0,11:30-23:30,11:30-2:0,43.6463276,-79.3901316,Hey Lucy,Entertainment District,M5V 1J5,171,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,3 days 14:00:00.000000000,0.0,5.0,2.0,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2485 Queen Street E,True,True,True,,True,,False,True,False,True,True,True,True,False,O5_CKNQOmtRHY_CjOB6XYA,"Canadian (New), Restaurants, American (New), Gluten-Free, Italian",Toronto,8:0-23:0,8:0-22:0,8:0-23:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,43.6736249,-79.2821106,ViVetha Bistro,The Beach,M4E 1H9,59,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,4 days 04:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
769 Saint Clair Avenue W,True,True,True,False,True,True,True,True,False,True,True,True,True,True,l8SNag-Ii0YUeSGHkA3Vhw,"Food, Restaurants, Nightlife, Bars, Coffee & Tea, Italian",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,17:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,43.6809349,-79.4286208,Ferro Bar & Cafe,Wychwood,M6C 1B4,76,4.0,ON,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,3 days 02:00:00.000000000,0.0,5.0,2.0,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
580 Progress Avenue,True,,True,False,True,True,True,True,False,True,True,True,True,,FfF8XGFf8_BSlWSjIgqeQg,"Bars, Nightlife, Restaurants, Pizza, Italian",Toronto,11:30-1:0,11:30-0:0,11:30-1:0,11:30-0:0,11:30-1:0,11:30-0:0,11:30-0:0,43.7777285062,-79.2545693769,Scaddabush Italian Kitchen & Bar,Scarborough,M1P 2K2,124,3.0,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,3 days 18:30:00.000000000,0.0,5.0,2.0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
574 College Street,True,True,True,False,False,False,True,True,False,True,True,True,True,True,SirdHmqK0LDKDQvJBYVLsA,"Nightlife, Italian, Restaurants, Bars, Tapas/Small Plates",Toronto,5:0-2:0,,5:0-2:0,5:0-2:0,5:0-2:0,,5:0-2:0,43.6554165,-79.4129672,College Street Bar,Little Italy,M6G 1B3,37,3.0,ON,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,,,,2.0,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
2714 Saint Clair Avenue E,False,,True,,True,,True,False,True,True,True,True,True,True,a8PzL5rUpCa8MiQEuLZaOQ,"Asian Fusion, Vietnamese, Thai, Italian, Restaurants, Chinese",Toronto,16:0-23:0,,16:0-23:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-22:0,43.7058731158,-79.311500847,Panda House,,M4B 1M6,10,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
321 Roncesvalles Ave,True,True,True,,True,,False,False,False,True,False,True,True,,9xdVIIzHp12Zrox5aFaaHA,"Italian, Restaurants, Pizza",Toronto,12:0-23:0,12:0-22:0,12:0-23:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,43.6487056,-79.4498592,Pizzeria Defina,Roncesvalles,M6R 2M6,109,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,3 days 00:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
401 Danforth Avenue,,,,,True,,,False,True,True,True,True,False,,BcK6nlLOs0RC3hxeVLaNdg,"Restaurants, Italian",Toronto,,,,,,,,43.6773956,-79.351462,Brigantino's,Greektown,M4K 1P1,15,4.5,ON,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1480 Bathurst Street,True,True,,,True,,True,False,True,True,False,False,True,,X4rqmQMJcpY4EajFAFTSlw,"Restaurants, Pizza, Italian",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,15:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,43.6836301,-79.4184688,Pizza Del Arte,,M5P 3G9,19,3.5,ON,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,3 days 02:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
722 Queen Street E,True,False,True,,True,,False,True,False,False,False,False,True,True,dPWgvF0SjDRTd2r3hYDTWQ,"Restaurants, Comfort Food, Italian, Sandwiches, Greek, Soul Food",Toronto,11:0-20:0,11:0-19:0,11:0-17:0,,11:0-20:0,11:0-20:0,11:0-20:0,43.6590524,-79.3493884,Appetite,Riverdale,M4M 1H2,8,3.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False
65 Front Street W,True,,False,,,,,,,,,,True,,L5Vpsyc48MrtJjFHT1UPAg,"Food, Cafes, Restaurants, Italian, Specialty Food",Toronto,7:0-23:0,7:0-23:0,8:0-23:0,8:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,43.6453166,-79.3804073,Amano,,M5J 1E6,19,3.5,ON,,,,,,,,,,,,,,,False,False,False,False,False,4 days 14:00:00.000000000,5.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68 Sudbury Street,True,True,True,,True,,False,False,True,True,False,True,True,True,y769FA7VJOW4QQYdYlR62A,"Italian, Pizza, Salad, Restaurants",Toronto,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,43.6417427,-79.4220511,Levetto,,M6J 3S7,208,4.0,ON,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,3 days 07:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
647 Mount Pleasant Road,True,True,,,,,,,,,,,True,True,zV38gkkEeJ4cVRlSWWQTfQ,"Creperies, Ice Cream & Frozen Yogurt, Restaurants, Food, Italian",Toronto,10:30-22:0,10:0-21:0,11:0-23:0,13:0-21:0,10:0-22:0,10:0-22:0,10:30-22:0,43.7053513,-79.388712,Il Gelatiere,Mount Pleasant and Davisville,M4S 2N2,46,4.0,ON,,,,,,,,,,,,,,,False,True,False,False,False,3 days 06:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1193 Bloor Street W,,True,True,,True,,True,False,True,True,False,False,True,,a9usBo16KZ-gxOJXdryNlQ,"Pizza, Chicken Wings, Restaurants, Italian",Toronto,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-2:0,43.6589038,-79.4393633,Pizza Pizza,Bloordale Village,M6H 1N4,9,2.5,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4 days 12:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2263 Bloor St W,True,True,False,,True,,False,True,False,True,True,True,True,False,djKTruHtS4n_vlfOknxjRw,"Restaurants, Italian",Toronto,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-23:0,11:30-22:0,11:30-22:0,43.650588,-79.4779143,Queen's Pasta Cafe,Swansea,M6S 1N8,61,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3 days 04:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
260 King Street E,True,True,True,,True,,True,True,True,True,True,True,True,True,tWdp26XQEJqJGnRmFVJQxA,"Pizza, Restaurants, Italian",Toronto,10:0-22:0,10:0-22:0,12:0-15:0,17:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0,43.6522238966,-79.3663072586,Mangia & Bevi,Corktown,M5R 4L5,162,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,2 days 19:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
20 Victoria Street,,True,,,False,,True,True,False,True,True,True,True,,4V_dIB038vy53RHYgEvUcw,"Restaurants, Brasseries, Italian, Bars, Cocktail Bars, Nightlife",Toronto,11:30-0:0,11:30-21:0,,,11:30-0:0,11:30-21:0,11:30-22:0,43.6499935,-79.3772003,Metropolitan Resto Bar,Downtown Core,M5C,16,4.0,ON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,0.0,5.0,,,,,,,,,,,,,,,,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
"40 King St W, Scotia Bank Plz",False,True,True,,False,,True,False,True,False,True,True,True,,_v3WsjEworH53RcWzWKEEw,"Coffee & Tea, Food, Italian, Restaurants",Toronto,,,,,,,,43.6495183,-79.3795966,Mio RistoBar,Downtown Core,M5H 4A9,17,3.5,ON,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
546 College Street,True,True,False,,True,,False,True,True,True,False,True,True,False,C3PVq7UpeHd6nz1_e-AtkA,"Italian, Breakfast & Brunch, French, Indian, Restaurants",Toronto,11:30-2:0,11:30-23:0,10:30-2:0,10:30-23:0,11:30-0:0,11:30-23:0,11:30-23:0,43.655787,-79.41173,Kalendar,Palmerston,M6G 1B1,152,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,3 days 17:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
2373 Yonge Street,True,True,True,False,True,False,True,False,True,True,True,True,True,True,wNXw53wmePcf_V3rF18LUg,"Wine Bars, Restaurants, Bars, Nightlife, Italian",Toronto,12:0-0:0,12:0-22:0,12:0-0:0,12:0-23:0,12:0-23:0,12:0-23:0,12:0-23:0,43.7093922,-79.3986839,Grazie Ristorante,Yonge and Eglinton,M4P 2C8,349,4.0,ON,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,3 days 06:00:00.000000000,0.0,5.0,2.0,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False
299 Carlton St.,True,True,True,,True,,True,True,False,True,True,True,True,,9QgxFnsLqB1CHCA0F2bGzg,"Restaurants, Pizza, Sandwiches, Italian, Breakfast & Brunch",Toronto,11:30-0:0,16:30-23:0,10:30-0:0,10:30-23:0,11:30-0:0,16:30-23:0,11:30-0:0,43.6640012,-79.3686058,Hey Lucy,,M5A 2L2,40,4.0,ON,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,3 days 04:30:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
924 Queen St W,,True,,,True,,,True,False,False,True,True,True,False,sZMliOne4mADZ2-CqeanZg,"Italian, Restaurants, Breakfast & Brunch",Toronto,17:0-2:0,17:0-22:0,9:0-2:0,9:0-23:0,17:0-23:0,17:0-23:0,17:0-23:0,43.6448688,-79.4158992,Bar One Trattoria,West Queen West,M6J 1G6,17,4.0,ON,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,2 days 15:00:00.000000000,0.0,5.0,2.0,,,,,,,,,,,,,,,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
531 Queen Street E,True,True,True,,False,,False,False,False,True,True,True,True,,jbbFyy2rl8x_7ssz-GifbQ,"Restaurants, Italian",Toronto,17:30-22:0,17:30-22:0,17:30-22:0,,17:30-22:0,11:30-14:30,17:30-22:0,43.6570599,-79.3571931,Fusilli Restaurant,Corktown,M5A 1V1,20,3.5,ON,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,,0.0,4.0,,,,,,,,,,,,,,,,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
