address,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,negative_reviews,neutral_reviews,positive_reviews,stars
100 King Street W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,loud,,True,casual,,True,True,2.0,True,True,True,,,no,FcNtrDGaWmkDzlHaq9F1UQ,"Ethnic Food, Food, Restaurants, Specialty Food, Chinese",Toronto,,,,,,,,0,43.648637,-79.381524,Szechuan Szechuan Fine Chinese Cuisine,Financial District,M5X 1B8,19,ON,chinese,3.0,2.0,15.0,3.2
4186 Finch Avenue E,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,,,False,True,1.0,True,,True,,,,Sa4-TzGkHKzCA99ZdkPJYA,"Chinese, Restaurants",Toronto,,,,,,,,0,43.8033881,-79.2878535,Mirage Noodle Restaurant,Milliken,M1S 5C2,9,ON,chinese,4.0,,5.0,2.2222222222222223
"4188 Finch Avenue E, Unit 14&15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GaNI8cXPh2qLcRWEJBuXhA,"Hot Pot, Restaurants, Chinese",Toronto,16:30-23:30,16:30-23:30,11:30-23:30,11:30-23:30,16:30-23:30,16:30-23:30,16:30-23:30,1,43.804137041400004,-79.2871688541,Liuyishou Hotpot Scarborough,Milliken,M1S 3V1,4,ON,chinese,1.0,,3.0,4.0
867 Danforth Avenue,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,False,casual,,False,False,2.0,True,True,True,,,no,Ysz-Xvo6QT9oaQDH4ephlw,"Restaurants, Chinese, Dim Sum",Toronto,11:30-22:0,17:0-21:30,11:0-22:0,11:0-21:30,17:0-21:30,17:0-21:30,17:0-21:30,0,43.679799,-79.33974659999998,7 Dim Sum,Greektown,M4J 1L8,28,ON,chinese,2.0,9.0,17.0,4.321428571428571
1606 Eglinton Avenue W,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,,,,casual,,True,False,2.0,False,,True,,,,lapNvwl_u-x_g9MlMjW1FQ,"Chinese, Restaurants",Toronto,,,,,,,,1,43.6971428,-79.4435978,Hai Feng Chinese,,M6E 2G8,16,ON,chinese,7.0,,9.0,2.6875
"3268 Finch Avenue E, Unit 1",,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,,,False,casual,,True,True,2.0,True,,True,,,no,L50jcbfqPhqXuEcM5GQsUg,"Chinese, Soup, Restaurants",Toronto,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,1,43.7963926594,-79.3186916783,Souperfoods,Scarborough,M1W 3P7,8,ON,chinese,1.0,,7.0,3.375
730 Yonge Street,,,none,,,,,,,,,,False,,,,,,,,,,,False,,average,,,casual,,,,,,,,,,,5oV7oSbo9h4nzWxNfoLc4A,"Korean, Restaurants, Chinese",Toronto,11:30-1:0,11:30-23:0,11:30-1:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,1,43.6689115418,-79.38647009430001,K-Wok,Yorkville,M4Y 2B7,9,ON,chinese,2.0,1.0,6.0,3.7777777777777777
7 Progress Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,quiet,,False,casual,,False,True,1.0,False,True,True,,False,,tsUFlp2DQw7Nk2I9mRL2hg,"Chinese, Indian, Restaurants, Thai",Toronto,,,,,,,,1,43.7693281,-79.2816269,Hot Wok,Scarborough,M1P 2M1,24,ON,chinese,5.0,2.0,17.0,3.7083333333333335
5308 Yonge Street,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,,,False,True,,,,True,,,,Yw-aHeYZMWyDA5EZJ902FA,"Restaurants, Chinese",Toronto,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,12:0-0:0,1,43.7728664,-79.4141699,San Tong,Willowdale,M2N 5P9,3,ON,chinese,,,3.0,4.333333333333333
3560 Victoria Park Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,,False,,,no,tpmMELSsUxS2x1FdM6k9nQ,"Restaurants, Buffets, Chinese",Toronto,,,,,,,,1,43.805803,-79.338328,Wu's Garden Buffet,,M2H 2N5,11,ON,chinese,3.0,4.0,4.0,2.5454545454545454
5463 Yonge Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,,,,True,,quiet,,False,casual,,False,False,2.0,True,True,True,,,no,xGsMUrCRZImNks421EDyEg,"Chinese, Restaurants",Toronto,,,,,,,,0,43.7776923,-79.414776,Mandarin Garden Restaurant,Willowdale,M2N 5S1,7,ON,chinese,6.0,,1.0,1.2857142857142858
1635 Lawrence Avenue West,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,quiet,,False,casual,,False,True,2.0,True,True,True,,,no,P5NfFdOUSyhEjbMlfnxPpA,"Chinese, Dim Sum, Restaurants, Vietnamese",Toronto,,,,,,,,1,43.7045112,-79.4921188,Dynasty House Seafood Restaurant,,M6L 3C9,18,ON,chinese,6.0,4.0,8.0,2.6666666666666665
804 Danforth Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,True,True,2.0,True,True,True,,False,no,M28FGxlpihDrbPCuTfUB6w,"Restaurants, Chinese",Toronto,12:0-22:0,12:0-22:0,12:0-22:0,12:0-21:30,12:0-22:0,,12:0-22:0,0,43.6797484,-79.3415818,Mother's Dumplings,Greektown,M4J 1L2,29,ON,chinese,7.0,5.0,17.0,3.103448275862069
2204 Danforth Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,,,,True,True,2.0,False,False,True,,,no,xOUd1W3MmyHXnbr3DxDwqg,"Chinese, Restaurants",Toronto,,,,,,,,1,43.6865959,-79.3098439,Ho Lee Chow,The Danforth,M4C 1K3,10,ON,chinese,8.0,1.0,1.0,1.0
"3300 Midland Avenue, Unit 41",,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,,free,--SrzpvFLwP_YFwB_Cetow,"Chinese, Restaurants",Toronto,11:0-1:0,11:0-0:0,10:30-1:0,10:30-0:0,11:0-0:0,11:0-0:0,11:0-0:0,0,43.8067504,-79.28885809999998,Keung Kee Restaurant,Milliken,M1V 0C7,44,ON,chinese,7.0,3.0,34.0,3.522727272727273
813 Yonge St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9bPeWHLGZPFGLob-iJyQdQ,"Chinese, Restaurants",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,43.6723853,-79.387375,Dumpling Fresh Express,,M4W 2G9,3,ON,chinese,2.0,,1.0,2.3333333333333335
"1883 McNicoll Avenue, Unit 7-11",,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,,True,1.0,True,True,,,,free,P_OfKffPc3EUSZ44lZKO-Q,"Chinese, Restaurants",Toronto,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,14:0-2:0,0,43.812349938500006,-79.3014621735,Tasty & Tasty,Milliken,M1V 5E9,4,ON,chinese,,,4.0,3.0
8 Glen Watford Drive,,,,,,,,,,False,,,,,,,,,,True,,,,,,,,,,,,,,False,,True,,,,dTWfATVrBfKj7Vdn0qWVWg,"Chinese, Food Court, Restaurants",Toronto,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,,11:0-21:0,1,43.7870613,-79.2761657,Flavor Cuisine,Scarborough,M1S 2C1,6,ON,chinese,2.0,2.0,2.0,2.8333333333333335
5371 Yonge Street,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,False,,,False,,,,,,rMaNazWEL_XN4iiYpBGRaw,"Chinese, Restaurants",Toronto,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,1,43.7758486,-79.41429509999998,Chengdu Taste,Willowdale,M2N 5R6,7,ON,chinese,2.0,1.0,4.0,3.7142857142857144
3256 Lawrence Avenue E,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,False,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,False,True,True,,True,free,Q8uwArm4h8bhsqxw84Gd8w,"Restaurants, Halal, Asian Fusion, Chinese, Kebab",Toronto,16:0-22:0,16:0-22:0,13:0-22:0,13:0-21:0,16:0-22:0,16:0-22:0,16:0-22:0,1,43.7574863314,-79.2389628579,Charcoal Kebab House,Scarborough,M1H 1A4,53,ON,chinese,11.0,6.0,36.0,3.4150943396226414
134 Dundas Street E,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,True,True,2.0,True,True,True,,,no,XGc_QdKg9oP8bZ3VM1e5IA,"Restaurants, Chinese",Toronto,11:0-23:0,11:0-23:0,12:0-23:0,,11:0-23:0,11:0-23:0,11:0-23:0,1,43.6568241,-79.37617409999999,Good View Restaurant,Ryerson,M5B 1E2,48,ON,chinese,9.0,4.0,35.0,3.5208333333333335
1330 Danforth Avenue,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,1.0,,,,,,,YSaf1x4Ik6nH2GsIa2DCvg,"Chinese, Restaurants",Toronto,11:30-0:0,11:30-21:0,16:0-0:0,16:0-0:0,11:30-0:0,11:30-0:0,11:30-0:0,1,43.6822629,-79.32929770000001,South Sea Chinese Foods,The Danforth,M4J 1M9,7,ON,chinese,2.0,1.0,4.0,2.4285714285714284
3453 Victoria Park Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,True,True,,,no,nGCKQlzat6nEKTImlpg_hg,"Chinese, Beer, Wine & Spirits, Food, Restaurants",Toronto,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,10:0-2:30,0,43.7474725,-79.31169,Joy Fortune Chinese Cuisine,,M1W 2N6,14,ON,chinese,3.0,1.0,10.0,3.357142857142857
126 Elizabeth Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,True,True,,False,no,WmuoWetYC-4U2-V4taC6Wg,"Restaurants, Chinese",Toronto,11:30-0:0,11:30-23:0,12:0-0:0,12:0-23:0,11:30-23:0,11:30-23:0,11:30-23:0,1,43.6550882011,-79.3851792651,Yueh Tung Restaurant,Downtown Core,M5G 1P5,155,ON,chinese,22.0,28.0,105.0,3.5612903225806454
"2889 St Clair E, Unit 5",,,,,,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,casual,,True,True,1.0,,True,True,,,,2jkJ7odjlDIvDqJf2dwzaA,"Chinese, Restaurants",Toronto,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,14:0-23:0,1,43.7076409,-79.3023117,New East Garden,,M4B 1N5,12,ON,chinese,6.0,2.0,4.0,3.0833333333333335
241 Spadina Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,3.0,True,True,True,,True,free,e178giuAicIhb16ymOtiBg,"Chinese, Restaurants, Asian Fusion",Toronto,17:30-23:0,17:30-22:0,17:30-23:0,17:30-22:0,17:30-22:0,17:30-22:0,17:30-22:0,1,43.6514935,-79.3971849,R&D Restaurant,Chinatown,M5T 2E2,200,ON,chinese,17.0,19.0,164.0,3.285
47 Baldwin Street,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,True,True,2.0,True,True,True,,True,no,xL-Ckvr8k8vEBJxC1wsCqQ,"Seafood, Chinese, Restaurants",Toronto,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,1,43.6557689595,-79.3937971086,Wah Sing Seafood Restaurant,Downtown Core,M5T 1L1,83,ON,chinese,17.0,15.0,51.0,3.108433734939759
308 Painted Post Drive,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,loud,,False,casual,,,True,2.0,True,True,False,,,,wFTUOOJ_0quggjgXOpP7DA,"Nightlife, Caribbean, Chinese, Restaurants, Canadian (New), Bars",Toronto,,,,,,,,1,43.7677658,-79.22758409999999,Sa-Fire Restaurant & Bar,Scarborough,M1G 2M3,8,ON,chinese,,2.0,6.0,4.5
"436 Dundas Street W, 2nd Floor",,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,,True,2.0,True,True,True,,,free,BMS760v7iXAZdRbkpmpPig,"Restaurants, Chinese, Dim Sum, Seafood",Toronto,9:30-23:30,9:30-23:30,9:30-23:30,9:30-23:30,9:30-23:30,9:30-23:30,9:30-23:30,0,43.65354489999999,-79.3956435,Splendid Chinese Cuisine,Chinatown,M5T 1G6,3,ON,chinese,,,3.0,4.666666666666667
"3250 Midland Avenue, Unit G101",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,loud,,False,casual,,False,True,2.0,True,True,True,,True,free,adfELKOWudmET4s_yZ68CQ,"Hot Pot, Chinese, Restaurants",Toronto,16:0-0:0,16:0-0:0,12:30-0:0,12:30-0:0,16:0-0:0,16:0-0:0,16:0-0:0,1,43.80493304260001,-79.2888099394,Han Shi Fang,Milliken,M1V 0C4,34,ON,chinese,9.0,3.0,22.0,3.088235294117647
286 Eglinton Avenue W,,,full_bar,,,,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,,,False,casual,,True,,2.0,True,True,True,,True,no,c1VhAIzfRqnYUao6RQmjQw,"Chinese, Pubs, Nightlife, Restaurants, Bars",Toronto,15:0-0:0,15:0-23:0,15:0-0:0,15:0-23:0,15:0-0:0,15:0-23:0,15:0-23:0,1,43.7050519,-79.4077077,Lotus Inn,Yonge and Eglinton,M4R 1B2,16,ON,chinese,4.0,1.0,11.0,2.9375
5437 Yonge Street,,,none,,,,,False,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,False,,,,,,,False,,,,False,,,True,,,True,True,False,,False,free,mymlOeTImIWcvZWFZVvbXQ,"Restaurants, Chinese, Seafood",Toronto,11:30-23:30,11:30-23:0,11:30-23:30,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,1,43.7769443207,-79.4144428886,Meet You Leisure Restaurant,Willowdale,M2N 5S1,9,ON,chinese,,,9.0,3.5555555555555554
5451 Yonge Street,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,,True,,,,00I_YBjgZAvd2ggZr3J0cQ,"Chinese, Korean, Restaurants",Toronto,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,1,43.7773323,-79.41467490000002,Shanghai Chinese Restaurant,Willowdale,M2N 5S1,19,ON,chinese,3.0,5.0,11.0,2.9473684210526314
100 Adelaide Street E,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,False,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,False,True,2.0,True,True,True,,False,free,trKyIRyjKqVSZmcU0AnICQ,"Seafood, Chinese, Comfort Food, Steakhouses, Irish, Restaurants, Breakfast & Brunch",Toronto,12:0-1:0,16:0-0:0,11:0-1:0,11:0-0:0,12:0-1:0,16:0-0:0,16:0-0:0,1,43.6515704,-79.3737704,Pearl Diver,Corktown,M5C 1K9,484,ON,chinese,29.0,34.0,421.0,4.18595041322314
4905A Yonge Street,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,,,False,False,,,,True,,,,9plS24hVE2wSw1RLGNBa9Q,"Noodles, Chinese, Restaurants",Toronto,11:30-22:0,,12:0-22:0,12:0-22:0,11:30-22:0,11:30-22:0,11:30-22:0,1,43.764168,-79.411373,Rougamo & Noodles,Willowdale,M2N 3G1,7,ON,chinese,1.0,,6.0,3.4285714285714284
1921 Avenue Road,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,quiet,,True,casual,,True,True,2.0,True,True,True,,False,no,Q8-4uLtLJeXHJZZsr2Zexw,"Sushi Bars, Asian Fusion, Chinese, Restaurants, Dim Sum, Japanese",Toronto,11:0-22:0,11:0-22:0,11:0-22:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,1,43.7335039,-79.4193357,Sakura Garden,,M5M 4A2,40,ON,chinese,9.0,8.0,23.0,3.55
"668 Silver Star Boulevard, Unit 203",,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,,True,,,,,,VopuT3hjU8_OobE-ROt9HQ,"Restaurants, Hot Pot, Chinese",Toronto,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,17:0-0:0,1,43.82294270000001,-79.300949,Hot Pot Garden,Milliken,M1V 5N1,4,ON,chinese,2.0,1.0,1.0,3.0
5195 Yonge Street,,,,,,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,loud,,False,casual,,False,True,3.0,,,True,,,,tBDkO-vfXrXMnLJu2sF0Hw,"Chinese, Restaurants",Toronto,,,,,,,,1,43.7690881779,-79.413045086,Sichuan Ren,Willowdale,M2N 5P7,15,ON,chinese,7.0,4.0,4.0,2.2
418 Dundas Street W,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,False,casual,,True,True,2.0,True,True,True,,False,no,68PJJkcq_i0SlLqO6t7Qxw,"Dim Sum, Chinese, Restaurants",Toronto,11:0-23:0,11:0-23:0,11:0-23:0,10:30-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,43.6537925,-79.3951548,Asian Legend,Chinatown,M5T 1G7,205,ON,chinese,36.0,31.0,138.0,3.497560975609756
"3700 Midland Avenue, Unit 108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,f6zeoU1Juox3_SFOQz7UEQ,"Chinese, Restaurants",Toronto,11:30-22:30,11:30-21:30,12:0-22:30,12:0-22:30,11:30-21:30,11:30-21:30,11:30-21:30,0,43.8146904101,-79.2932529375,HJH Restaurant,Milliken,M1V 0B3,4,ON,chinese,1.0,,3.0,2.25
655 Dixon Road,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,,,,True,,average,,,casual,,True,True,2.0,True,,True,,,free,IbOrNwCdMTd-eicZ9B2CiA,"Hotels & Travel, Hotels, Event Planning & Services, Wedding Planning, Chinese, Restaurants",Toronto,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0,43.688993230600005,-79.5779067579,International Plaza Hotel & Conference Centre,Etobicoke,M9W 1J3,26,ON,chinese,10.0,5.0,11.0,2.423076923076923
