address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
200 Bloor Street W,,True,,,True,,,False,True,True,False,True,True,False,fuk8V-SmFO0xRyC9eMDarw,"Indian, Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6685679,-79.395401,China Garden Restaurant,The Annex,M5S 1T8,8,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,2.625,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
121 King Street W,False,True,False,,False,,False,False,False,False,False,False,True,,ctTiEiUTY_FvnZ0ovBeZWQ,"Asian Fusion, Restaurants, Korean, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6476825,-79.3830131,Ho Ga Oriental Cuisine,Financial District,M5H 3T9,21,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,4.0,14.0,4.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
250 Alton Tower Circle,False,,,,,,False,False,False,False,False,False,True,,MW1vK27V6fqOPbJcRnttsQ,"Barbeque, Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.822398,-79.275451,New May Hong Yuen BBQ,Milliken,M1V 5E3,3,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
635 Gerrard Street E,,,,,,,,,,,,,,,YrFBrZSOPqR37lQrUG2gGw,"Chinese, Restaurants",Toronto,9.0,9.0,9.0,9.0,9.0,9.0,9.0,43.6657515,-79.35066040000002,Panda Chef,Riverdale,M4M 1Y2,6,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,3.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,63.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"200 Bay St, South Tower, Concourse Level",False,True,,,True,,False,False,False,False,False,,True,,8Sqd1E8Jhjt3pbsoyOZ4dQ,"Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6465059,-79.3801451,Szechuan Express,Financial District,M5J 2S1,9,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,2.888888888888889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
145 King Street W,True,True,False,,True,,False,False,False,False,False,False,True,True,C7oHVsJyxNGH2D9yXUB2kw,"Thai, Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.647468599999996,-79.3839517,Modern Wok,Financial District,M5H 1J8,26,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0,6.0,17.0,3.807692307692308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
58 Centre Avenue,False,True,False,,True,,False,False,False,True,True,True,True,,0Mhw1lD_Zwsv4Vo6oQrPWA,"Restaurants, Seafood, Chinese",Toronto,18.0,12.0,15.0,9.0,12.0,12.0,12.0,43.6549211,-79.38708079999998,Wah Too,Downtown Core,M5G 1R5,17,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,4.0,12.0,3.5294117647058822,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,90.0,0.0,4.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"240 Alton Towers Circle, Unit A7",False,,,,True,,True,False,False,True,True,True,True,,odhwxNT5Y1qWB8v_rdmS6Q,"Restaurants, Chinese, Dim Sum",Toronto,14.0,14.0,14.0,14.0,14.0,14.0,14.0,43.8264673,-79.277313,Ginger And Onion Cuisine,Milliken,M1V 4P2,21,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,2.0,16.0,3.7142857142857135,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,98.0,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
"80 Weston Rd, Ste 39",True,True,True,,True,,False,False,True,True,False,False,True,,o1FLiGssn5Wxc_POWSuZZA,"Chinese, Fast Food, Restaurants",Toronto,10.5,10.5,10.5,10.5,10.5,10.5,10.5,43.67406879999999,-79.47044720000002,Panda Express,,M6N 4X9,15,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,2.0,8.0,2.933333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,73.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
507 Yonge Street,True,True,True,,True,,False,False,True,True,True,True,True,,g7bVip6ncXJC5xzkQMjohQ,"Restaurants, Chinese, Asian Fusion, Vietnamese",Toronto,12.0,11.0,12.0,10.0,11.0,11.0,11.0,43.6658848249,-79.386177063,Fickle,Downtown Core,M4Y 1Y3,57,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22.0,7.0,28.0,2.701754385964912,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,78.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
5423 Yonge Street,,,,,,,,,,,,,,,ScgWjQFX6AhyejgivdFL0w,"Noodles, Chinese, Restaurants",Toronto,11.0,11.0,11.0,11.0,11.0,11.0,11.0,43.774329604399995,-79.41427822760001,Chu Resto,Willowdale,M2N 5R6,5,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0,4.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
421 Spadina Avenue,True,False,False,,True,,False,False,False,True,True,True,True,True,BUcTdN-rNE8urCCQuxSOQA,"Chinese, Restaurants",Toronto,11.0,10.5,11.0,10.5,10.5,10.5,10.5,43.6571184,-79.3993309,Mother's Dumplings,Chinatown,M5T 2A8,460,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,110.0,85.0,265.0,3.241304347826087,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,74.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"633 Silver Star Boulevard, Unit F1",,,,,,,,,True,True,False,,True,,QMdMW38abUEoewUe1jvxRA,"Chinese, Food Court, Restaurants",Toronto,13.0,13.0,13.0,13.0,13.0,13.0,13.0,43.8104299,-79.29338829999998,Pot Rice & Rolls House,Milliken,M1V 5N1,6,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,6.0,3.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,91.0,5.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1448 Lawrence Avenue E,True,True,True,,True,,False,False,True,False,True,True,True,True,tzKvRnRIemqa727XYV45UA,"Buffets, Gluten-Free, Restaurants, Chinese",Toronto,10.0,10.0,10.0,0.0,10.0,10.0,10.0,43.741583299999995,-79.3148431,The Bean Sprout,,M4A 2V6,10,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,8.0,3.8,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,60.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
45 Carlton St,True,True,,,True,,True,True,True,True,False,True,True,,n_J4ryIX_f2CVdse8Wd-Ig,"Restaurants, Chinese",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6614925,-79.3806156,Ho Jan Chinese Restaurant,Church-Wellesley Village,M5B 1L2,31,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.0,4.0,22.0,3.0967741935483866,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"3260 Midland Avenue, Unit F101 &102",False,False,,,True,,True,False,False,True,True,,False,,y-jepn_1nL1OipL7lNnRMA,"Chinese, Hot Pot, Restaurants",Toronto,8.0,8.0,8.0,8.0,8.0,8.0,8.0,43.805581200000006,-79.2880809,Little Pig Hot Pot,Milliken,M1V 0C7,13,ON,chinese,Toronto_chinese_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,1.0,9.0,3.3846153846153846,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
472 Dundas Street W,True,False,False,,True,,True,False,False,True,False,True,True,,dvbcUnKv2awsIxog7dO4vw,"Restaurants, Cafes, Chinese",Toronto,12.0,12.0,12.0,12.0,12.0,12.0,12.0,43.6533122,-79.3968442,Hong Kong Bistro Cafe,Chinatown,M5T 1G8,77,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,13.0,60.0,3.9090909090909087,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"5 Northtown Way, Unit 9",False,,False,,True,,False,False,True,False,False,True,True,,6uA2uRexFr8kfv7ghzryHg,"Restaurants, Chinese",Toronto,11.5,11.0,11.5,11.5,11.0,11.0,11.0,43.775037071499995,-79.4142769712,On Bridge Rice Noodle,Willowdale,M2N 7A1,18,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.0,1.0,8.0,1.9444444444444444,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,78.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
495 Bloor St W,,True,,,True,,,False,False,True,False,False,True,True,LbYPVZX8vXq1lKY9pEN74Q,"Thai, Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6656865,-79.407886,Walk In Wok Out,,M5S 1Y2,7,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,1.0,4.0,3.2857142857142856,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
895 Bay Street,True,True,,,True,,False,True,False,True,False,True,True,,sXKDj1yjfWkwhx5AxrgdBw,"Chinese, Food, Restaurants, Taiwanese",Toronto,9.5,9.5,8.0,8.0,9.5,9.5,9.5,43.6631782,-79.3863982,Yummy Zone,Discovery District,M5S 3K6,20,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,6.0,12.0,3.5,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,63.5,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
"3555 Don Mills Road, Unit 11",True,True,True,,True,,True,False,False,True,True,True,True,,uUvnimNxg15Ds9r0SC3oMg,"Restaurants, Chinese, Barbeque, Seafood",Toronto,15.0,14.5,15.0,14.5,14.5,14.5,14.5,43.7941901,-79.3544105,Tasty BBQ Seafood Restaurant,,M2H 3N3,53,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.0,8.0,24.0,2.792452830188679,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,False,102.5,5.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
20 Bay Street,False,True,,,True,,False,,False,True,False,False,True,,Koofpyww8Y-H9O7vw8mapQ,"Restaurants, Chinese, Dim Sum",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6412698662,-79.3774427846,Shanghai 360,Harbourfront,M5J 2N8,4,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,3.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
3278 Midland Avenue,True,True,False,,True,,True,False,True,True,True,True,True,,U1S6NFCtMzq-qX7PnU2i_Q,"Chinese, Restaurants, Barbeque",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8058644129,-79.28784392770001,Harbin Bbq,Milliken,M1V,31,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,5.0,19.0,3.0967741935483866,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
2140 Yonge St,True,True,,,False,,False,True,True,True,True,True,True,,zfUQa2aPEoPjWLkvCfDhtg,"Restaurants, Chinese",Toronto,12.0,11.0,12.0,10.0,11.0,11.0,11.0,43.70361,-79.3979,C'est Bon,Mount Pleasant and Davisville,M4S 2A8,33,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.0,5.0,15.0,2.8181818181818183,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,78.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
66 Edward Street,True,,False,,True,,False,False,False,False,False,True,True,,XYIPXJ9parr9FtvvcGI1SA,"Noodles, Restaurants, Chinese",Toronto,11.0,11.0,10.0,10.0,11.0,11.0,11.0,43.6566411,-79.3837473,GB Hand-pulled Noodles,Downtown Core,M5G 1C9,354,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26.0,36.0,291.0,4.067988668555241,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,75.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4438 Sheppard Ave E,,True,,,,,,False,,,,,True,,QLsi9HiQCuWvnGayRTgO0A,"Dim Sum, Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7877468,-79.2677401,The Pearl of Asia Chinese Cuisine,Scarborough,M1S 4J9,4,ON,chinese,Toronto_chinese_nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,0.0,2.0,3.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"3280 Midland Avenue, Unit 15",True,,False,,True,,False,False,False,True,True,True,True,,VYkosZRlRjStOFqIB62orQ,"Chinese, Restaurants",Toronto,12.0,12.0,13.0,12.0,12.0,12.0,12.0,43.805843483500006,-79.2888999285,Shaxian Delicacies,Milliken,M1V 0C7,14,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,2.0,10.0,3.2857142857142856,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,85.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3320 Midland Avenue,,False,,,True,,True,False,True,True,True,True,True,,MKviRVX2QxRgGS6juCEeYg,"Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8071585,-79.28886340000003,Fantasy Eatery,Milliken,M1V 1M3,14,ON,chinese,Toronto_chinese_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,2.0,8.0,3.4285714285714284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
4919 Steeles Avenue E,False,True,,,True,,False,False,True,True,True,True,True,,GKN6OdLqCCWx_8B1KaHL1Q,"Seafood, Cantonese, Chinese, Restaurants",Toronto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8270043178,-79.2913137004,Lobster King Seafood Restaurant,Milliken,L3R 0A1,31,ON,chinese,Toronto_chinese_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,5.0,17.0,2.7741935483870965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
5651 Steeles Avenue E,False,True,True,,True,,True,False,True,True,True,True,True,False,tIXpNWE6R1yadAThbSefHw,"Restaurants, Hakka, Chinese, Pakistani, Halal",Toronto,13.0,12.0,13.0,11.0,12.0,12.0,12.0,43.8317208,-79.2663275,Wanlee Loy,Scarborough,M1V 5P6,14,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,12.0,4.071428571428571,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,85.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
570 Yonge Street,True,True,True,,True,,False,False,True,True,True,True,True,False,xVHzCbDWCwmyavF5PgJRmg,"Chinese, Restaurants",Toronto,14.0,14.0,14.0,13.0,14.0,14.0,14.0,43.6649906,-79.3847491,Not Just Noodles,Downtown Core,M4Y 1Z3,134,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,21.0,83.0,3.3283582089552235,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,97.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
398 Parliament Street,True,True,True,,True,,False,False,True,False,True,True,True,True,t65yfB9v9fqlhAkLnnUXdg,"Restaurants, Vietnamese, Chinese",Toronto,9.5,9.5,0.0,9.5,9.5,9.5,9.5,43.6616589,-79.36707559999998,Pho U,,M5A 0A4,33,ON,chinese,Toronto_chinese_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,6.0,21.0,3.575757575757576,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,57.0,0.0,5.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
